"sg_uf";"cd_municipio";"nm_municipio";"nr_zona";"nr_secao";"qt_votos_presidente";"qt_votos_pre_22";"qt_votos_pre_13";"qt_votos_pre_outros";"qt_votos_governador";"url_tse"
"SP";"62197";"BAURU";"23";"381";"287";"147";"97";"43";"285";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62197;zn=23;se=381/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"251";"282";"311";"94";"158";"59";"304";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=251;se=282/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"265";"363";"235";"103";"96";"36";"227";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=265;se=363/dados-de-urna/boletim-de-urna"
"SP";"65633";"ITAQUAQUECETUBA";"419";"332";"174";"61";"85";"28";"164";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65633;zn=419;se=332/dados-de-urna/boletim-de-urna"
"SP";"71838";"TAUBATÉ";"141";"244";"314";"208";"74";"32";"310";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71838;zn=141;se=244/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"251";"66";"325";"131";"94";"100";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=251;se=66/dados-de-urna/boletim-de-urna"
"SP";"67156";"MOGI GUAÇU";"216";"110";"315";"183";"86";"46";"301";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67156;zn=216;se=110/dados-de-urna/boletim-de-urna"
"SP";"67890";"OSASCO";"213";"79";"308";"145";"105";"58";"296";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67890;zn=213;se=79/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"389";"459";"311";"107";"165";"39";"310";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=389;se=459/dados-de-urna/boletim-de-urna"
"SP";"70750";"SÃO BERNARDO DO CAMPO";"296";"460";"238";"88";"107";"43";"237";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70750;zn=296;se=460/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"257";"267";"290";"119";"101";"70";"287";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=257;se=267/dados-de-urna/boletim-de-urna"
"SP";"70718";"SANTOS";"118";"371";"149";"58";"74";"17";"146";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70718;zn=118;se=371/dados-de-urna/boletim-de-urna"
"SP";"71455";"SOROCABA";"137";"168";"342";"219";"71";"52";"341";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71455;zn=137;se=168/dados-de-urna/boletim-de-urna"
"SP";"62499";"BOTUCATU";"26";"214";"250";"99";"107";"44";"242";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62499;zn=26;se=214/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"127";"726";"331";"169";"114";"48";"321";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=127;se=726/dados-de-urna/boletim-de-urna"
"SP";"71510";"SUZANO";"415";"84";"258";"115";"105";"38";"255";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71510;zn=415;se=84/dados-de-urna/boletim-de-urna"
"SP";"64777";"GUARULHOS";"395";"433";"345";"137";"149";"59";"341";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64777;zn=395;se=433/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"404";"408";"274";"81";"148";"45";"270";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=404;se=408/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"256";"93";"270";"108";"105";"57";"268";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=256;se=93/dados-de-urna/boletim-de-urna"
"SP";"64777";"GUARULHOS";"395";"139";"287";"104";"145";"38";"283";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64777;zn=395;se=139/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"389";"17";"282";"89";"138";"55";"276";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=389;se=17/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"255";"48";"284";"103";"120";"61";"275";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=255;se=48/dados-de-urna/boletim-de-urna"
"SP";"70718";"SANTOS";"273";"266";"319";"153";"119";"47";"318";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70718;zn=273;se=266/dados-de-urna/boletim-de-urna"
"SP";"71455";"SOROCABA";"342";"213";"305";"153";"111";"41";"301";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71455;zn=342;se=213/dados-de-urna/boletim-de-urna"
"SP";"71455";"SOROCABA";"271";"105";"332";"183";"88";"61";"330";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71455;zn=271;se=105/dados-de-urna/boletim-de-urna"
"SP";"70718";"SANTOS";"272";"84";"194";"102";"67";"25";"186";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70718;zn=272;se=84/dados-de-urna/boletim-de-urna"
"SP";"66192";"JUNDIAÍ";"65";"537";"298";"138";"106";"54";"297";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66192;zn=65;se=537/dados-de-urna/boletim-de-urna"
"SP";"65897";"JACAREÍ";"396";"139";"308";"157";"101";"50";"306";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65897;zn=396;se=139/dados-de-urna/boletim-de-urna"
"SP";"71498";"SUMARÉ";"362";"74";"288";"98";"152";"38";"284";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71498;zn=362;se=74/dados-de-urna/boletim-de-urna"
"SP";"66192";"JUNDIAÍ";"281";"12";"341";"177";"91";"73";"338";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66192;zn=281;se=12/dados-de-urna/boletim-de-urna"
"SP";"70793";"SÃO CARLOS";"121";"288";"297";"117";"136";"44";"293";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70793;zn=121;se=288/dados-de-urna/boletim-de-urna"
"SP";"62910";"CAMPINAS";"33";"393";"317";"125";"137";"55";"313";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62910;zn=33;se=393/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"390";"204";"305";"120";"114";"71";"297";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=390;se=204/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"371";"55";"301";"100";"147";"54";"299";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=371;se=55/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"251";"171";"294";"94";"136";"64";"288";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=251;se=171/dados-de-urna/boletim-de-urna"
"SP";"70572";"SANTO ANDRÉ";"263";"299";"281";"112";"118";"51";"279";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70572;zn=263;se=299/dados-de-urna/boletim-de-urna"
"SP";"63738";"CUNHA";"43";"32";"294";"153";"108";"33";"293";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=63738;zn=43;se=32/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"127";"635";"340";"197";"91";"52";"337";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=127;se=635/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"246";"154";"308";"143";"89";"76";"292";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=246;se=154/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"420";"130";"268";"126";"93";"49";"264";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=420;se=130/dados-de-urna/boletim-de-urna"
"SP";"67890";"OSASCO";"331";"190";"325";"108";"163";"54";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67890;zn=331;se=190/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"411";"291";"334";"180";"99";"55";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=411;se=291/dados-de-urna/boletim-de-urna"
"SP";"64777";"GUARULHOS";"278";"386";"301";"143";"93";"65";"292";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64777;zn=278;se=386/dados-de-urna/boletim-de-urna"
"SP";"70718";"SANTOS";"273";"301";"328";"146";"113";"69";"325";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70718;zn=273;se=301/dados-de-urna/boletim-de-urna"
"SP";"67130";"MOGI DAS CRUZES";"319";"154";"293";"140";"89";"64";"292";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67130;zn=319;se=154/dados-de-urna/boletim-de-urna"
"SP";"71455";"SOROCABA";"271";"11";"220";"92";"87";"41";"216";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71455;zn=271;se=11/dados-de-urna/boletim-de-urna"
"SP";"62910";"CAMPINAS";"380";"343";"282";"91";"157";"34";"277";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62910;zn=380;se=343/dados-de-urna/boletim-de-urna"
"SP";"69213";"PRAIA GRANDE";"406";"76";"270";"140";"92";"38";"265";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69213;zn=406;se=76/dados-de-urna/boletim-de-urna"
"SP";"66192";"JUNDIAÍ";"281";"332";"326";"187";"100";"39";"322";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66192;zn=281;se=332/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"328";"911";"229";"85";"106";"38";"227";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=328;se=911/dados-de-urna/boletim-de-urna"
"SP";"65811";"ITUPEVA";"65";"361";"278";"146";"100";"32";"276";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65811;zn=65;se=361/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"372";"637";"310";"81";"180";"49";"301";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=372;se=637/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"352";"140";"266";"85";"142";"39";"257";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=352;se=140/dados-de-urna/boletim-de-urna"
"SP";"64254";"FRANCA";"291";"204";"305";"166";"99";"40";"304";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64254;zn=291;se=204/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"1";"3";"300";"95";"159";"46";"233";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=1;se=3/dados-de-urna/boletim-de-urna"
"SP";"62910";"CAMPINAS";"275";"373";"315";"135";"121";"59";"308";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62910;zn=275;se=373/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"20";"80";"309";"75";"187";"47";"294";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=20;se=80/dados-de-urna/boletim-de-urna"
"SP";"68616";"PINDAMONHANGABA";"90";"373";"310";"183";"82";"45";"304";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=68616;zn=90;se=373/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"251";"318";"344";"134";"109";"101";"340";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=251;se=318/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"353";"822";"264";"89";"126";"49";"261";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=353;se=822/dados-de-urna/boletim-de-urna"
"SP";"67130";"MOGI DAS CRUZES";"287";"41";"270";"98";"123";"49";"261";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67130;zn=287;se=41/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"347";"360";"331";"128";"152";"51";"323";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=347;se=360/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"127";"676";"147";"66";"56";"25";"146";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=127;se=676/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"326";"820";"250";"96";"109";"45";"249";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=326;se=820/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"257";"348";"325";"146";"116";"63";"322";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=257;se=348/dados-de-urna/boletim-de-urna"
"SP";"62197";"BAURU";"23";"414";"344";"202";"76";"66";"341";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62197;zn=23;se=414/dados-de-urna/boletim-de-urna"
"SP";"66893";"MAUÁ";"365";"74";"310";"124";"144";"42";"306";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66893;zn=365;se=74/dados-de-urna/boletim-de-urna"
"SP";"67890";"OSASCO";"276";"8";"290";"109";"138";"43";"286";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67890;zn=276;se=8/dados-de-urna/boletim-de-urna"
"SP";"69299";"PRESIDENTE PRUDENTE";"101";"194";"211";"142";"45";"24";"209";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69299;zn=101;se=194/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"408";"252";"325";"126";"117";"82";"323";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=408;se=252/dados-de-urna/boletim-de-urna"
"SP";"66893";"MAUÁ";"339";"234";"332";"112";"168";"52";"311";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66893;zn=339;se=234/dados-de-urna/boletim-de-urna"
"SP";"69299";"PRESIDENTE PRUDENTE";"101";"298";"261";"150";"80";"31";"252";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69299;zn=101;se=298/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"3";"102";"292";"105";"137";"50";"264";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=3;se=102/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"420";"15";"208";"101";"68";"39";"205";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=420;se=15/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"327";"409";"335";"130";"142";"63";"322";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=327;se=409/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"375";"686";"271";"94";"133";"44";"263";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=375;se=686/dados-de-urna/boletim-de-urna"
"SP";"65110";"INDAIATUBA";"211";"130";"257";"135";"78";"44";"234";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65110;zn=211;se=130/dados-de-urna/boletim-de-urna"
"SP";"69698";"RIBEIRÃO PRETO";"108";"357";"371";"180";"146";"45";"367";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69698;zn=108;se=357/dados-de-urna/boletim-de-urna"
"SP";"70475";"SANTANA DE PARNAÍBA";"386";"643";"205";"86";"85";"34";"204";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70475;zn=386;se=643/dados-de-urna/boletim-de-urna"
"SP";"64254";"FRANCA";"46";"190";"295";"171";"86";"38";"294";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64254;zn=46;se=190/dados-de-urna/boletim-de-urna"
"SP";"64297";"FRANCO DA ROCHA";"192";"94";"298";"109";"138";"51";"295";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64297;zn=192;se=94/dados-de-urna/boletim-de-urna"
"SP";"61727";"HORTOLÂNDIA";"361";"249";"214";"98";"91";"25";"213";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=61727;zn=361;se=249/dados-de-urna/boletim-de-urna"
"SP";"64777";"GUARULHOS";"176";"36";"277";"146";"73";"58";"271";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64777;zn=176;se=36/dados-de-urna/boletim-de-urna"
"SP";"62510";"BRAGANÇA PAULISTA";"27";"65";"278";"163";"68";"47";"264";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62510;zn=27;se=65/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"280";"717";"328";"113";"142";"73";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=280;se=717/dados-de-urna/boletim-de-urna"
"SP";"70572";"SANTO ANDRÉ";"263";"168";"321";"70";"199";"52";"317";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70572;zn=263;se=168/dados-de-urna/boletim-de-urna"
"SP";"65510";"ITAPEVI";"359";"180";"290";"115";"127";"48";"288";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65510;zn=359;se=180/dados-de-urna/boletim-de-urna"
"SP";"62499";"BOTUCATU";"26";"145";"309";"141";"118";"50";"305";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62499;zn=26;se=145/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"375";"791";"184";"37";"115";"32";"177";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=375;se=791/dados-de-urna/boletim-de-urna"
"SP";"67130";"MOGI DAS CRUZES";"74";"8";"185";"80";"64";"41";"183";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=67130;zn=74;se=8/dados-de-urna/boletim-de-urna"
"SP";"65633";"ITAQUAQUECETUBA";"377";"290";"321";"141";"132";"48";"317";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65633;zn=377;se=290/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"258";"97";"338";"142";"113";"83";"296";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=258;se=97/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"418";"17";"340";"138";"123";"79";"335";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=418;se=17/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"255";"391";"319";"132";"132";"55";"314";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=255;se=391/dados-de-urna/boletim-de-urna"
"SP";"62910";"CAMPINAS";"274";"620";"332";"159";"113";"60";"327";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62910;zn=274;se=620/dados-de-urna/boletim-de-urna"
"SP";"69795";"RIO CLARO";"288";"192";"311";"182";"84";"45";"310";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69795;zn=288;se=192/dados-de-urna/boletim-de-urna"
"SP";"70971";"SÃO JOSÉ DO RIO PRETO";"125";"267";"326";"159";"109";"58";"323";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70971;zn=125;se=267/dados-de-urna/boletim-de-urna"
"SP";"66192";"JUNDIAÍ";"65";"402";"314";"160";"89";"65";"312";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66192;zn=65;se=402/dados-de-urna/boletim-de-urna"
"SP";"70971";"SÃO JOSÉ DO RIO PRETO";"268";"227";"293";"158";"97";"38";"292";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70971;zn=268;se=227/dados-de-urna/boletim-de-urna"
"SP";"65790";"ITU";"59";"227";"315";"149";"109";"57";"307";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=65790;zn=59;se=227/dados-de-urna/boletim-de-urna"
"SP";"63134";"CARAPICUÍBA";"388";"167";"302";"122";"137";"43";"300";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=63134;zn=388;se=167/dados-de-urna/boletim-de-urna"
"SP";"70998";"SÃO JOSÉ DOS CAMPOS";"127";"123";"265";"134";"84";"47";"237";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=70998;zn=127;se=123/dados-de-urna/boletim-de-urna"
"SP";"62138";"BARUERI";"386";"57";"246";"88";"114";"44";"245";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=62138;zn=386;se=57/dados-de-urna/boletim-de-urna"
"SP";"69213";"PRAIA GRANDE";"317";"48";"275";"143";"96";"36";"274";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=69213;zn=317;se=48/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"408";"217";"330";"119";"136";"75";"326";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=408;se=217/dados-de-urna/boletim-de-urna"
"SP";"68756";"PIRACICABA";"93";"544";"283";"114";"122";"47";"281";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=68756;zn=93;se=544/dados-de-urna/boletim-de-urna"
"SP";"64777";"GUARULHOS";"279";"699";"57";"15";"31";"11";"56";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=64777;zn=279;se=699/dados-de-urna/boletim-de-urna"
"SP";"66397";"LIMEIRA";"399";"188";"292";"191";"64";"37";"279";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=66397;zn=399;se=188/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"251";"88";"313";"113";"126";"74";"297";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=251;se=88/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"349";"649";"354";"173";"118";"63";"336";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=349;se=649/dados-de-urna/boletim-de-urna"
"SP";"71072";"SÃO PAULO";"246";"231";"317";"147";"85";"85";"308";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=71072;zn=246;se=231/dados-de-urna/boletim-de-urna"
"SP";"63134";"CARAPICUÍBA";"388";"326";"296";"111";"155";"30";"293";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=SP;ufbu=SP;mubu=63134;zn=388;se=326/dados-de-urna/boletim-de-urna"
